sentence_id,sentence,entity1,entity1_start,entity1_end,entity1_type,entity2,entity2_start,entity2_end,entity2_type,relation_type
435,"MARPOL compliance mandates comprehensive sludge reporting",MARPOL compliance,0,14,DOCUMENTS,comprehensive sludge reporting,25,46,DOCUMENTS,REQUIRED
436,"Sludge monitoring systems enhance operational visibility",sludge monitoring systems,0,20,EQUIPMENT,operational visibility,31,48,SPECIFICATION,RELATED_TO
437,"Tank design considers sludge removal efficiency",tank design,0,10,SPECIFICATION,sludge removal efficiency,21,39,SPECIFICATION,RELATED_TO
438,"Sludge transfer operations adhere to safety standards",sludge transfer operations,0,21,ACTIVITIES,safety standards,32,45,SPECIFICATION,COMPLY_WITH
439,"MARPOL Annex-II governs sludge treatment processes",MARPOL Annex-II,0,13,DOCUMENTS,sludge treatment processes,24,42,PROCEDURES,REGULATES
440,"Sludge processing systems maximize resource recovery",sludge processing systems,0,20,EQUIPMENT,resource recovery,31,45,SPECIFICATION,RELATED_TO
441,"(5) Instead of complying with the requirements of sub regulation (3) or (4) of this regulation , an oil tanker referred to in sub regulation (2) may conform to other methods of design and construction, provided that such methods - (a) ensure at least the same level of protection against oil pollution in the event of collision or stranding and (b) have the approval of the Registrar of Ships based on guidelines developed by the Organisation.",oil tanker,60,70,SYSTEM,methods of design and construction,97,120,SPECIFICATION,APPLY_TO
442,"(2) The plan shall be in accordance with the guidelines for the development of shipboard oil pollution emergency plans adopted by the Marine Environment Protection Committee of the Organization on 6th March 1992 by Resolution MEPC 54(32) and includes any document amending it which is considered by the Registrar of Ships to be relevant from time to time and is specified in the appropriate Schedules to these Regulations, and the plan shall include at least - (a) the procedure to be followed by the master or other persons having charge of the ship to report an oil pollution incident",plan,1,5,DOCUMENTS,guidelines,33,42,SPECIFICATION,COMPLY_WITH
443,"(5) An oil tanker to which this regulation applies - (a) if it is a Tanzania Zanzibar ship, shall be subject to an enhanced programme of inspections during renewal, annual, and intermediate surveys conducted pursuant to these Regulations and (b) if it is not a Tanzania Zanzibar ship, shall have undergone periodical, intermediate and annual surveys as provided for by the Convention, and the scope of such surveys shall at least comply (if the tanker is a Tanzania Zanzibar ship) or have complied (if the tanker is not a Tanzania Zanzibar ship) with guidelines developed by the Organization pursuant to regulation 13G(3)(a) of the Convention.",oil tanker,1,11,SYSTEM,inspections,78,89,ACTIVITIES,REQUIRED
444,"The Maritime Transport Act regulates the installation of port waste reception facilities.",Maritime Transport Act,0,20,DOCUMENTS,port waste reception facilities,47,71,EQUIPMENT,REGULATES
445,"Port operators must submit annual reports to the Authority.",Port operators,0,12,SUBJECT REGULATED,annual reports,23,36,DOCUMENTS,GENERATES
446,"The Authority enforces penalties for non-compliance with waste management regulations.",Authority,4,13,AUTHORITIES,penalties,23,32,PENALTIES,IMPLEMENT
447,"Ships generate waste that must be disposed of in port reception facilities.",Ships,0,5,SYSTEM,waste,16,21,POLLUTANT,GENERATES
448,"Port reception facilities handle various types of ship-generated waste.",port reception facilities,0,21,EQUIPMENT,ship-generated waste,40,58,POLLUTANT,HAVE
449,"The Registrar of Ships approves alternative design methods for oil tankers.",Registrar of Ships,4,21,AUTHORITIES,alternative design methods,22,42,SPECIFICATION,APPROVE
450,"Shipboard oil pollution emergency plans must include procedures for reporting incidents.",Shipboard oil pollution emergency plans,0,36,DOCUMENTS,procedures,54,63,PROCEDURES,INCLUDE
451,"The Marine Environment Protection Committee develops guidelines for pollution prevention.",Marine Environment Protection Committee,4,36,AUTHORITIES,guidelines,47,56,DOCUMENTS,EXTABLISHED
452,"Oil tankers must comply with specific segregation requirements for cargo.",oil tankers,0,10,SYSTEM,segregation requirements,31,50,SPECIFICATION,COMPLY_WITH
453,"New tankers of 20,000 tons deadweight and above require protective ballast spaces.",new tankers,0,10,SYSTEM,protective ballast spaces,43,62,SPECIFICATION,REQUIRED
454,"Existing oil tankers engaged in specific trades must follow special ballast arrangements.",existing oil tankers,0,18,SYSTEM,special ballast arrangements,43,63,SPECIFICATION,FOLLOW
455,"Offshore installations must adhere to specific pollution prevention measures.",offshore installations,0,18,SYSTEM,pollution prevention measures,38,59,PROCEDURES,ADHERE_TO
456,"The Authority conducts inspections to ensure compliance with MARPOL standards.",Authority,4,13,AUTHORITIES,MARPOL standards,42,54,DOCUMENTS,MONITORS
457,"Port operators manage the collection of waste fees from ships.",Port operators,0,12,SUBJECT_REGULATED,waste fees,29,38,PENALTIES,MANAGE
458,"Ships must retain oily residues on board when discharge is prohibited.",Ships,0,5,SYSTEM,oily residues,16,27,POLLUTANT,RETAIN
459,"Ballast water treatment systems must comply with IMO standards.",ballast water treatment systems,0,26,EQUIPMENT,IMO standards,37,47,DOCUMENTS,COMPLY_WITH
460,"The Authority establishes criteria for the certification of tankers.",Authority,4,13,AUTHORITIES,criteria,28,35,SPECIFICATION,EXTABLISHED
461,"Tankers with segregated ballast tanks prevent oil contamination.",tankers,0,7,SYSTEM,segregated ballast tanks,18,37,SPECIFICATION,PREVENT
462,"Crude oil washing systems require operational permits.",crude oil washing systems,0,21,EQUIPMENT,operational permits,32,47,DOCUMENTS,REQUIRED
463,"The Authority monitors the implementation of pollution control measures.",Authority,4,13,AUTHORITIES,pollution control measures,33,52,PROCEDURES,MONITOR
464,"Ships must minimize oil pollution through side and bottom damage prevention.",Ships,0,5,SYSTEM,oil pollution,16,27,POLLUTANT,MINIMIZE
465,"Enhanced inspection programmes apply to Tanzania Zanzibar ships.",enhanced inspection programmes,0,24,PROCEDURES,Tanzania Zanzibar ships,30,49,SYSTEM,APPLY_TO
466,"The Authority issues guidelines for offshore installations.",Authority,4,13,AUTHORITIES,guidelines,24,33,DOCUMENTS,ISSUE
467,"Oil tankers must segregate oil and water ballast.",oil tankers,0,10,SYSTEM,segregation,17,27,SPECIFICATION,REQUIRED
468,"The Authority suspends proceedings at the request of the flag state.",Authority,4,13,AUTHORITIES,proceedings,24,34,ACTIVITIES,SUSPEND
469,"Port reception facilities process waste collected from ships.",port reception facilities,0,21,EQUIPMENT,waste,32,37,POLLUTANT,PROCESS
470,"Ships must carry approved instruction manuals for oil discharge systems.",Ships,0,5,SYSTEM,instruction manuals,22,38,DOCUMENTS,CARRY_OUT
471,"The Authority compiles annual reports on waste management.",Authority,4,13,AUTHORITIES,annual reports,23,36,DOCUMENTS,COMPILE
472,"Oil tankers must comply with subdivision and stability requirements.",oil tankers,0,10,SYSTEM,subdivision and stability requirements,21,45,SPECIFICATION,COMPLY_WITH
473,"The Authority audits the performance of port operators.",Authority,4,13,AUTHORITIES,port operators,29,41,SUBJECT_REGULATED,AUDIT
474,"Ships must ensure manual and automatic operation of oil discharge systems.",Ships,0,5,SYSTEM,operation,30,39,SPECIFICATION,ENSURE
475,"The Authority mandates the use of pumping and piping arrangements.",Authority,4,13,AUTHORITIES,pumping and piping arrangements,24,46,SPECIFICATION,MANDATE
476,"Port operators display fee schedules for waste reception services.",Port operators,0,12,SUBJECT_REGULATED,fee schedules,23,34,DOCUMENTS,DISPLAY
477,"Ships must undergo intermediate surveys as per the Convention.",Ships,0,5,SYSTEM,intermediate surveys,16,30,ACTIVITIES,UNDERGO
478,"The Authority reviews the effectiveness of pollution prevention measures.",Authority,4,13,AUTHORITIES,pollution prevention measures,34,53,PROCEDURES,REVIEW
479,"Oil tankers must maintain stability during cargo operations.",oil tankers,0,10,SYSTEM,stability,21,29,SPECIFICATION,MAINTAIN
480,"The Authority coordinates with international organizations for pollution control.",Authority,4,13,AUTHORITIES,international organizations,30,50,AUTHORITIES,COORDINATE
481,"Ships must report incidents involving packaged dangerous goods.",Ships,0,5,SYSTEM,incidents,16,24,ACTIVITIES,REPORT
482,"The Authority implements safety requirements for offshore installations.",Authority,4,13,AUTHORITIES,safety requirements,24,40,REQUIREMENTS,IMPLEMENT
483,"Oil tankers must prevent oil carriage in forepeak tanks.",oil tankers,0,10,SYSTEM,oil carriage,21,32,SPECIFICATION,PREVENT
484,"The Authority ensures compliance with shipboard oil pollution plans.",Authority,4,13,AUTHORITIES,shipboard oil pollution plans,24,47,DOCUMENTS,ENSURE
485,"Ships must follow marking and labeling requirements for dangerous goods.",Ships,0,5,SYSTEM,marking and labeling requirements,16,36,SPECIFICATION,FOLLOW
486,"The Authority conducts training programmes for inspectors.",Authority,4,13,AUTHORITIES,training programmes,24,39,PROCEDURES,CONDUCT
487,"Oil tankers must manage oil residue in designated sludge tanks.",oil tankers,0,10,SYSTEM,oil residue,21,31,POLLUTANT,MANAGE
488,"The Authority establishes procedures for compounding offences.",Authority,4,13,AUTHORITIES,procedures,24,33,PROCEDURES,EXTABLISHED
489,"Ships must comply with stowage requirements for explosives.",Ships,0,5,SYSTEM,stowage requirements,16,30,SPECIFICATION,COMPLY_WITH
490,"The Authority oversees the installation of waste reception equipment.",Authority,4,13,AUTHORITIES,waste reception equipment,24,44,EQUIPMENT,OVERSEE
491,"Oil tankers must optimize ballast water management.",oil tankers,0,10,SYSTEM,ballast water management,21,39,PROCEDURES,OPTIMIZE
492,"The Authority issues certificates for compliant ships.",Authority,4,13,AUTHORITIES,certificates,24,34,DOCUMENTS,ISSUE
493,"Ships must adhere to packaging standards for dangerous goods.",Ships,0,5,SYSTEM,packaging standards,16,31,SPECIFICATION,ADHERE_TO
494,"The Authority enforces regulations for waste disposal.",Authority,4,13,AUTHORITIES,waste disposal,24,36,DISPOSAL,ENFORCE
495,"Oil tankers must reduce oil pollution through improved design.",oil tankers,0,10,SYSTEM,oil pollution,21,32,POLLUTANT,REDUCE
496,"The Authority provides guidance on emergency response plans.",Authority,4,13,AUTHORITIES,emergency response plans,24,42,DOCUMENTS,PROVIDE
497,"Ships must implement procedures for pollution prevention.",Ships,0,5,SYSTEM,procedures,16,25,PROCEDURES,IMPLEMENT
498,"The Authority maintains records of inspection findings.",Authority,4,13,AUTHORITIES,inspection findings,24,40,DOCUMENTS,MAINTAIN
499,"Oil tankers must enhance structural integrity through design improvements.",oil tankers,0,10,SYSTEM,structural integrity,21,37,SPECIFICATION,ENHANCE
500,"The Authority evaluates the performance of waste management systems.",Authority,4,13,AUTHORITIES,waste management systems,24,44,SYSTEM,EVALUATE
501,"In the event of any inspection revealing deficiencies, the Inspector shall take such steps as to ensure that the ship will not sail until the situation has been brought to order in accordance with the requirements of these Regulations.",Inspector,44,52,AUTHORITIES,ship,76,79,SYSTEM,RESTRICT
502,"Upon receiving evidence that a particular ship has discharged oil or an oily mixture contrary to the provisions of these Regulations, the Registrar of Ships shall cause the matter to be investigated.",Registrar of Ships,53,70,AUTHORITIES,investigation,98,108,ACTIVITIES,IMPLEMENT
503,"The Registrar of Ships shall inform the State which has reported the contravention, as well as the Organisation, of the action taken.",Registrar of Ships,0,17,AUTHORITIES,State,28,33,REGION,INFORM
504,"If author master has reason to believe that a ship does not comply with the requirements of these Regulations, he shall immediately report the matter to the Registrar of Ships.",author master,3,15,SUBJECT_REGULATED,Registrar of Ships,79,96,AUTHORITIES,REPORT
505,"The Registrar of Ships may deny the entry of such ship to any port or offshore terminal in Zanzibar if it presents an unreasonable threat of harm to the marine environment.",Registrar of Ships,0,17,AUTHORITIES,entry denial,21,32,PENALTIES,APPLY_TO
506,"In any case where a ship is suspected of a contravention of the requirements of these Regulations, the ship shall be liable to be detained.",ship,25,29,SYSTEM,detention,53,62,PENALTIES,LIABLE_TO
507,"Where the steps taken by an inspector under regulation 34 involve detention of the ship, the provisions of the Act relating to the detention of a ship shall have effect.",inspector,10,18,AUTHORITIES,detention,43,52,PENALTIES,INVOLVE_IN
508,"Where a ship other than a Tanzania Zanzibar ship is denied entry, the Registrar of Ships shall immediately inform the consul or diplomatic representative of the State whose flag the ship is entitled to fly.",Registrar of Ships,48,65,AUTHORITIES,consul,84,90,AUTHORITIES,INFORM
509,"If any ship fails to comply with any requirement of these Regulations, the owner and the master of the ship commit an offence.",ship,3,7,SYSTEM,compliance,21,31,SPECIFICATION,COMPLY_WITH
510,"It shall be a defence for a person charged under sub regulation (1) of this regulation to show that he took all reasonable precautions.",person,10,16,SUBJECT_REGULATED,precautions,52,63,SPECIFICATION,HAVE
511,"Where an offence under this regulation is committed due to the act or default of some other person, that other person shall be guilty of the offence.",offence,6,12,PENALTIES,person,44,49,SUBJECT_REGULATED,GUILTY_OF
512,"This regulation relates to an alleged offence of contravening regulation 12, 13 or 16 of these Regulations by a ship which is not a Tanzania Zanzibar ship.",regulation,0,9,DOCUMENTS,ship,73,77,SYSTEM,REGULATES
513,"Any proceedings for such an offence shall be stayed if the Court is satisfied that the flag state has instituted corresponding proceedings.",Court,40,45,AUTHORITIES,proceedings,62,73,ACTIVITIES,STAY
514,"Sub regulation (1) of this regulation shall not apply where the discharge resulted in major damage to the Zanzibar.",discharge,36,44,DISPOSAL,Zanzibar,68,76,REGION,AFFECT
515,"The Registrar of Ships certifies that the flag state has repeatedly disregarded its obligation to enforce effectively the requirements of the Convention.",Registrar of Ships,0,17,AUTHORITIES,flag state,31,40,REGION,CERTIFY
516,"Where proceedings instituted by the flag state have been brought to a conclusion, the suspended proceedings shall be terminated.",flag state,19,28,REGION,proceedings,40,51,ACTIVITIES,TERMINATE
517,"Where the costs of the Registrar of Ships incurred in respect of proceedings suspended under sub regulation (2) of this regulation have been paid, any money paid or security given shall be released.",Registrar of Ships,10,27,AUTHORITIES,costs,28,33,PENALTIES,INCUR
518,"Notwithstanding any other law, where a ship violates any provision of these Regulations, the Registrar of Ships may serve a notice on that ship.",ship,37,41,SYSTEM,Regulations,54,65,DOCUMENTS,VIOlate
519,"The notice shall specify the name and registration number of the ship, the offence alleged to have been committed, and the place and time upon which the offence occurred.",notice,4,10,DOCUMENTS,ship,37,41,SYSTEM,SPECIFY
520,"The ship served with a notice shall pay the amount of fine to the Authority within seven days from the date of delivery.",ship,0,4,SYSTEM,fine,38,42,PENALTIES,PAY
521,"Where a ship fails to pay such a fine within the time limit specified in the notice, the Authority shall proceed with criminal action against such a ship.",Authority,65,73,AUTHORITIES,criminal action,89,103,PENALTIES,PROCEED_WITH
522,"When the ship pays the amount of fine specified in the notice, no further criminal actions relating to the same offence shall be taken against the ship.",ship,5,9,SYSTEM,criminal actions,43,57,PENALTIES,AVOID
523,"Surveys must be conducted under Part IV of the Regulations.",surveys,0,7,PROCEDURES,Regulations,30,41,DOCUMENTS,CONDUCT
524,"Issue or endorsement of Certificates must follow specific procedures outlined in the Regulations.",Certificates,0,11,DOCUMENTS,procedures,37,47,PROCEDURES,FOLLOW
525,"A Tanzanian ship proceeding to sea without a Sewage Certificate is prohibited.",Tanzanian ship,2,15,SYSTEM,Sewage Certificate,40,55,DOCUMENTS,PROHIBIT
526,"Non-Tanzanian ships proceeding to sea must comply with international standards.",Non-Tanzanian ships,0,19,SYSTEM,international standards,38,56,SPECIFICATION,COMPLY_WITH
527,"The responsibilities of the owner and master of a Tanzanian ship include maintaining proper documentation.",owner,4,9,SUBJECT_REGULATED,documentation,55,67,DOCUMENTS,MAINTAIN
528,"Miscellaneous provisions relating to the Sewage Certificate are outlined in the Regulations.",Sewage Certificate,23,38,DOCUMENTS,Regulations,57,68,DOCUMENTS,OUTLINE
529,"The Merchant Shipping Act establishes guidelines for the prevention of pollution by sewage from ships.",Merchant Shipping Act,0,21,DOCUMENTS,guidelines,40,50,SPECIFICATION,ESTABLISH
530,"Discharge connections must meet specific requirements to prevent pollution.",discharge connections,0,18,EQUIPMENT,requirements,32,43,SPECIFICATION,MEET
531,"Sewage systems installed on ships must comply with technical specifications.",sewage systems,0,13,EQUIPMENT,technical specifications,32,51,SPECIFICATION,COMPLY_WITH
532,"Surveys conducted under these Regulations ensure compliance with international maritime laws.",surveys,0,7,PROCEDURES,international maritime laws,42,64,DOCUMENTS,ENSURE
533,"The issue or endorsement of Certificates by another Party requires approval from the Registrar of Ships.",Certificates,4,15,DOCUMENTS,Registrar of Ships,53,70,AUTHORITIES,REQUIRED
534,"The form of Certificate issued must conform to standards set by the Organisation.",Certificate,4,13,DOCUMENTS,standards,39,47,SPECIFICATION,COMPLY_WITH
535,"Duration and validity of Certificates are determined based on compliance with Regulations.",Certificates,0,11,DOCUMENTS,Regulations,48,59,DOCUMENTS,RELATED_TO
536,"Prohibition on ships proceeding to sea without required documentation ensures safety.",prohibition,0,10,PENALTIES,documentation,46,58,DOCUMENTS,ENSURE
537,"Responsibilities of owners and masters include ensuring proper waste management.",owners,15,21,SUBJECT_REGULATED,waste management,42,56,PROCEDURES,IMPLEMENT
538,"Miscellaneous provisions outline additional requirements for ship operators.",miscellaneous provisions,0,21,DOCUMENTS,ship operators,47,60,SUBJECT_REGULATED,APPLY_TO
539,"The Merchant Shipping Act regulates the discharge of sewage from ships.",Merchant Shipping Act,0,21,DOCUMENTS,sewage discharge,31,45,DISPOSAL,REGULATES
540,"Equipment used for sewage treatment must meet environmental standards.",equipment,0,8,EQUIPMENT,environmental standards,31,50,SPECIFICATION,MEET
541,"Control of discharge systems involves monitoring and reporting mechanisms.",discharge systems,0,16,EQUIPMENT,monitoring,34,43,PROCEDURES,INVOLVE_IN
542,"Ships must carry approved sewage treatment systems onboard.",ships,0,5,SYSTEM,sewage treatment systems,20,39,EQUIPMENT,CARRY_OUT
543,"Authorities monitor compliance with sewage discharge regulations.",Authorities,0,10,AUTHORITIES,sewage discharge regulations,24,47,DOCUMENTS,MONITOR
544,"Violation of sewage discharge rules results in penalties.",violation,0,9,PENALTIES,penalties,30,39,PENALTIES,GENERATES
545,"Procedures for issuing Certificates ensure consistency across jurisdictions.",procedures,0,9,PROCEDURES,jurisdictions,42,55,REGION,APPLY_TO
546,"The issuance of Certificates by another Government requires verification.",Certificates,4,15,DOCUMENTS,verification,49,59,PROCEDURES,REQUIRED
547,"Forms of Certificates must align with international conventions.",forms,0,5,DOCUMENTS,international conventions,23,42,DOCUMENTS,ALIGN_WITH
548,"Validity periods of Certificates depend on regulatory compliance.",Certificates,0,11,DOCUMENTS,regulatory compliance,31,47,DOCUMENTS,RELATED_TO
549,"Prohibitions on sailing without proper documentation protect the environment.",prohibitions,0,11,PENALTIES,environment,51,62,SPECIFICATION,PROTECT
550,"Owners and masters are responsible for implementing waste management plans.",owners,0,6,SUBJECT_REGULATED,waste management plans,31,50,DOCUMENTS,IMPLEMENT
551,"Additional provisions address unforeseen circumstances affecting ship operations.",provisions,0,9,DOCUMENTS,ship operations,43,57,ACTIVITIES,ADDRESS
552,"The Merchant Shipping Act governs the prevention of pollution by sewage.",Merchant Shipping Act,0,21,DOCUMENTS,prevention of pollution,30,49,PROCEDURES,REGULATES
553,"Inspection of ships is conducted under Part V of the Regulations.",inspection,0,9,ACTIVITIES,Regulations,34,44,DOCUMENTS,RELATED_TO
554,"Provisions on detention are established to ensure compliance.",provisions,0,9,DOCUMENTS,compliance,31,41,SPECIFICATION,EXTABLISHED
555,"The Harbour Master has the power to detain a ship.",Harbour Master,4,16,AUTHORITIES,ship,32,36,SYSTEM,RESTRICT
556,"The duty of the Harbour Master includes reporting deficient ships.",Harbour Master,9,21,AUTHORITIES,deficient ships,47,60,SYSTEM,RELATED_TO
557,"Offences and penalties are outlined in Part VI of the Regulations.",offences,0,8,PENALTIES,Regulations,35,45,DOCUMENTS,RELATED_TO
558,"A general penalty applies to violations of these Regulations.",general penalty,2,15,PENALTIES,violations,30,40,ACTIVITIES,APPLY_TO
559,"Complaints handling procedures are detailed in Part VII.",complaints handling,0,16,PROCEDURES,Part VII,30,37,DOCUMENTS,RELATED_TO
560,"Evaluation and reporting are required for regulatory compliance.",evaluation,0,10,ACTIVITIES,compliance,31,41,SPECIFICATION,REQUIRED
561,"The Merchant Shipping Act regulates sewage discharge from ships.",Merchant Shipping Act,0,21,DOCUMENTS,sewage discharge,30,45,DISPOSAL,REGULATES
562,"Ships must comply with sewage treatment requirements.",ships,0,5,SYSTEM,sewage treatment,16,30,REQUIREMENTS,COMPLY_WITH
563,"Sewage systems installed on ships generate waste data.",sewage systems,0,13,EQUIPMENT,waste data,34,43,SPECIFICATION,GENERATES
564,"Discharge connections must meet specific standards.",discharge connections,0,18,EQUIPMENT,standards,29,38,SPECIFICATION,COMPLY_WITH
565,"Surveys conducted under these Regulations ensure safety.",surveys,0,7,PROCEDURES,safety,36,42,SPECIFICATION,RELATED_TO
566,"Certificates issued under these Regulations have validity periods.",Certificates,0,11,DOCUMENTS,validity periods,39,52,SPECIFICATION,HAVE
567,"Tanzanian ships require Sewage Certificates to proceed to sea.",Tanzanian ships,0,15,SYSTEM,Sewage Certificates,26,41,DOCUMENTS,REQUIRED
568,"Non-Tanzanian ships must follow international guidelines.",Non-Tanzanian ships,0,18,SYSTEM,international guidelines,29,47,SPECIFICATION,FOLLOW
569,"Owners and masters are responsible for proper documentation.",owners,0,6,SUBJECT REGULATED,documentation,31,43,DOCUMENTS,RELATED_TO
570,"Miscellaneous provisions relate to additional requirements.",miscellaneous provisions,0,20,DOCUMENTS,requirements,34,45,SPECIFICATION,RELATED_TO
571,"The Merchant Shipping Act establishes procedures for inspections.",Merchant Shipping Act,0,21,DOCUMENTS,inspections,39,49,PROCEDURES,EXTABLISHED
572,"Detention powers apply to ships violating regulations.",detention powers,0,15,PENALTIES,ships,27,32,SYSTEM,APPLY_TO
573,"Reporting mechanisms involve electronic documentation.",reporting mechanisms,0,18,PROCEDURES,electronic documentation,28,46,DOCUMENTS,INVOLVE_IN
574,"Ship operators must implement waste management plans.",ship operators,0,12,SUBJECT REGULATED,waste management plans,23,42,PROCEDURES,IMPLEMENT
575,"Harbour Masters monitor compliance with sewage regulations.",Harbour Masters,0,14,AUTHORITIES,sewage regulations,29,45,DOCUMENTS,MONITORS
576,"Violation of sewage discharge rules results in penalties.",violation,0,9,PENALTIES,penalties,30,39,PENALTIES,RELATED_TO
577,"Procedures for issuing certificates ensure consistency.",procedures,0,9,PROCEDURES,certificates,29,39,DOCUMENTS,RELATED_TO
578,"Issuance of certificates requires approval from authorities.",certificates,9,20,DOCUMENTS,authorities,39,50,AUTHORITIES,REQUIRED
579,"Forms of certificates must align with conventions.",forms,0,5,DOCUMENTS,conventions,21,31,DOCUMENTS,COMPLY_WITH
580,"Validity of certificates depends on regulatory compliance.",certificates,0,11,DOCUMENTS,compliance,27,37,SPECIFICATION,RELATED_TO
581,"Prohibitions on sailing without documentation protect the environment.",prohibitions,0,12,PENALTIES,environment,42,53,SPECIFICATION,RELATED_TO
582,"Waste management responsibilities include maintaining records.",responsibilities,0,14,PROCEDURES,records,35,42,DOCUMENTS,RELATED_TO
583,"Additional provisions address unforeseen operational challenges.",provisions,0,10,DOCUMENTS,challenges,32,42,SPECIFICATION,RELATED_TO
584,"The Merchant Shipping Act restricts unauthorized discharges.",Merchant Shipping Act,0,21,DOCUMENTS,discharges,32,41,DISPOSAL,RESTRICT
585,"Equipment used for sewage treatment complies with standards.",equipment,0,8,EQUIPMENT,standards,31,40,SPECIFICATION,COMPLY_WITH
586,"Control of discharge systems involves monitoring mechanisms.",discharge systems,0,16,EQUIPMENT,monitoring,28,37,PROCEDURES,INVOLVE_IN
587,"Ships must carry approved sewage treatment systems onboard.",ships,0,5,SYSTEM,sewage treatment systems,20,39,EQUIPMENT,CARRY_OUT
588,"Authorities monitor compliance with sewage discharge regulations.",Authorities,0,10,AUTHORITIES,sewage discharge regulations,24,47,DOCUMENTS,MONITORS
589,"Violation of sewage discharge rules triggers enforcement actions.",violation,0,9,PENALTIES,enforcement actions,30,48,ACTIVITIES,RELATED_TO
590,"Procedures for certification ensure uniform application.",procedures,0,9,PROCEDURES,application,29,39,SPECIFICATION,RELATED_TO
591,"Certification processes require verification steps.",processes,11,20,PROCEDURES,verification,30,40,PROCEDURES,REQUIRED
592,"Forms of certificates conform to international standards.",forms,0,5,DOCUMENTS,international standards,21,31,SPECIFICATION,COMPLY_WITH
593,"Validity periods of certificates are determined by compliance.",certificates,0,11,DOCUMENTS,compliance,28,38,SPECIFICATION,RELATED_TO
594,"Prohibitions on sailing without permits safeguard marine ecosystems.",prohibitions,0,12,PENALTIES,ecosystems,43,53,SPECIFICATION,RELATED_TO
595,"Responsibilities of owners include ensuring waste disposal protocols.",owners,15,21,SUBJECT REGULATED,protocols,38,46,PROCEDURES,RELATED_TO
596,"Miscellaneous provisions outline emergency response plans.",provisions,0,12,DOCUMENTS,plans,28,33,PROCEDURES,RELATED_TO
597,"The Merchant Shipping Act regulates shipboard waste management.",Merchant Shipping Act,0,21,DOCUMENTS,waste management,30,44,PROCEDURES,REGULATES
598,"Equipment specifications must meet environmental protection norms.",specifications,0,13,SPECIFICATION,norms,30,35,SPECIFICATION,COMPLY_WITH
599,"Monitoring systems detect anomalies in waste discharge.",systems,0,7,EQUIPMENT,anomalies,28,37,SPECIFICATION,MONITORS
600,"Ships must install approved waste processing units.",ships,0,5,SYSTEM,units,26,31,EQUIPMENT,CARRY_OUT
601,"Ships must install approved waste processing units.",ships,0,5,SYSTEM,units,26,31,EQUIPMENT,CARRY_OUT
602,"A ship must comply with subregulation (1) regarding equipment checks.",ship,2,6,SYSTEM,subregulation (1),20,37,DOCUMENTS,COMPLY_WITH
603,"The surveyor is required by regulation to examine the sewage system.",surveyor,4,12,AUTHORITIES,regulation,29,38,DOCUMENTS,REQUIRED
604,"The Corporation establishes procedures for issuing Sewage Certificates.",The Corporation,4,18,AUTHORITIES,Sewage Certificates,42,60,DOCUMENTS,ESTABLISHED
605,"Owners follow guidelines in the Convention for safe operations.",Owners,0,5,SUBJECT REGULATED,the Convention,32,45,DOCUMENTS,FOLLOW
606,"Port State officials monitor the marine environment.",Port State officials,0,19,AUTHORITIES,marine environment,31,48,REGION,MONITORS
607,"The Corporation manages repairs to the ship.",The Corporation,0,14,AUTHORITIES,repairs,23,29,ACTIVITIES,MANAGES
608,"Renewal surveys involve compliance checks.",Renewal surveys,0,14,PROCEDURES,compliance checks,23,40,ACTIVITIES,INVOLVE_IN
609,"The authorities restrict the Sewage Certificate if the ship poses a threat.",The authorities,4,18,AUTHORITIES,Sewage Certificate,34,51,DOCUMENTS,RESTRICT
610,"The recognised organisation carries out inspections on request.",recognised organisation,4,26,AUTHORITIES,inspections,40,51,PROCEDURES,CARRY_OUT
611,"Shipowners must implement corrective actions for equipment defects.",Shipowners,0,9,SUBJECT REGULATED,corrective actions,20,38,ACTIVITIES,IMPLEMENT
612,"A survey is required before issuing an Exemption Certificate.",survey,2,7,PROCEDURES,Exemption Certificate,37,56,DOCUMENTS,REQUIRED
613,"Port State officials restrict foreign vessels lacking documents.",Port State officials,0,19,AUTHORITIES,foreign vessels,28,43,SYSTEM,RESTRICT
614,"The surveyor implements checklists for verifying equipment onboard.",surveyor,4,12,AUTHORITIES,checklists,23,32,DOCUMENTS,IMPLEMENT
615,"Subregulation (3) applies to procedures for renewal surveys.",Subregulation (3),0,17,DOCUMENTS,procedures,28,37,PROCEDURES,APPLY_TO
616,"Owners have responsibilities under regulation to maintain the ship.",Owners,0,5,SUBJECT REGULATED,responsibilities,11,26,REQUIREMENTS,HAVE
617,"An accident generates reports for the Corporation to review.",accident,3,10,ACTIVITIES,reports,20,26,DOCUMENTS,GENERATES
618,"The marine environment is of critical concern for the Port State.",marine environment,4,21,REGION,Port State,58,67,REGION,OF
619,"Surveyors must comply with subregulation (4) for equipment standards.",Surveyors,0,8,AUTHORITIES,subregulation (4),20,37,DOCUMENTS,COMPLY_WITH
620,"Equipment standards are established in Annex IV of the Convention.",Equipment standards,0,18,SPECIFICATION,Annex IV,37,44,DOCUMENTS,ESTABLISHED
621,"The Convention regulates procedures for sewage management.",The Convention,0,13,DOCUMENTS,sewage management,35,52,PROCEDURES,REGULATES
622,"Recognised organisations carry out surveys on Tanzanian ships.",Recognised organisations,0,25,AUTHORITIES,surveys,38,45,PROCEDURES,CARRY_OUT
